1.818181818181818232e-01,8.181818181818182323e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,3.341957228643991501e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.727272727272727071e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.467532467532467522e-01,2.727272727272727071e-01,0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,1.076641902637013176e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.818181818181818232e-01,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.974025974025973795e-01,3.636363636363636465e-01,1.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,9.364838242624196063e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.090909090909090606e-01,0.000000000000000000e+00,2.128654970760233966e-01,5.172413793103448204e-02,6.666666666666666297e-01,1.000000000000000000e+00
2.337662337662337608e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.077757470746006668e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.090909090909091161e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.727272727272727071e-01,8.181818181818182323e-01,0.000000000000000000e+00,6.666666666666666297e-01,1.000000000000000000e+00,3.425031449526477062e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.090909090909091161e-02,2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.558441558441558406e-01,9.090909090909091161e-02,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,9.188008829602904715e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.727272727272727071e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.636363636363636465e-01,4.545454545454545303e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,3.950772590254206934e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.818181818181818232e-01,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.376623376623376638e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.192138805155348952e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.818181818181818232e-01,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.207792207792207695e-01,1.818181818181818232e-01,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,3.847523201443117657e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.090909090909091161e-02,2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.558441558441558406e-01,2.727272727272727071e-01,5.000000000000000000e-01,6.666666666666666297e-01,0.000000000000000000e+00,4.075383921577935276e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
